user_id,signup_date,country,device_type,age_group,acquisition_channel
U000516,2026-02-27,USA,Mobile,25-34,Social
U000517,2026-03-16,USA,Mobile,45-54,Social
U000518,2026-01-29,India,Mobile,35-44,Email
U000519,2026-02-05,Australia,Mobile,45-54,Social
U000520,2026-03-30,USA,Mobile,25-34,Email
U000521,2026-01-21,India,Mobile,55+,Paid Search
U000522,2026-02-05,India,Desktop,25-34,Organic
U000523,2026-01-10,India,Mobile,55+,Organic
U000524,2026-03-14,Germany,Mobile,35-44,Organic
U000525,2026-01-24,Germany,Mobile,25-34,Paid Search
U000526,2026-03-05,Australia,Mobile,25-34,Organic
U000527,2026-02-18,USA,Tablet,45-54,Social
U000528,2026-02-05,Canada,Tablet,55+,Paid Search
U000529,2026-03-23,Australia,Mobile,35-44,Email
U000530,2026-01-24,India,Mobile,18-24,Social
U000531,2026-01-23,USA,Mobile,35-44,Organic
U000532,2026-03-03,Germany,Desktop,18-24,Social
U000533,2026-02-06,India,Tablet,35-44,Paid Search
U000534,2026-01-12,UK,Mobile,25-34,Social
U000535,2026-02-24,UK,Desktop,55+,Social
U000536,2026-01-13,USA,Tablet,45-54,Organic
U000537,2026-01-23,USA,Mobile,35-44,Paid Search
U000538,2026-03-30,USA,Desktop,25-34,Organic
U000539,2026-01-30,USA,Mobile,35-44,Paid Search
U000540,2026-01-17,India,Desktop,18-24,Paid Search
U000541,2026-03-03,Canada,Desktop,18-24,Paid Search
U000542,2026-03-25,UK,Desktop,45-54,Referral
U000543,2026-03-30,Germany,Mobile,18-24,Email
U000544,2026-03-27,India,Tablet,25-34,Email
U000545,2026-01-13,India,Mobile,25-34,Paid Search
U000546,2026-02-28,India,Mobile,45-54,Organic
U000547,2026-01-19,USA,Mobile,25-34,Social
U000548,2026-02-18,India,Mobile,45-54,Organic
U000549,2026-01-12,USA,Desktop,45-54,Social
U000550,2026-03-02,UK,Mobile,35-44,Organic
U000551,2026-01-19,India,Mobile,25-34,Paid Search
U000552,2026-03-17,Canada,Mobile,18-24,Referral
U000553,2026-01-09,Germany,Mobile,25-34,Organic
U000554,2026-03-12,India,Desktop,18-24,Referral
U000555,2026-01-28,Canada,Mobile,25-34,Social
U000556,2026-03-19,USA,Mobile,35-44,Organic
U000557,2026-02-21,UK,Mobile,25-34,Email
U000558,2026-03-24,Canada,Desktop,35-44,Referral
U000559,2026-01-16,India,Mobile,25-34,Paid Search
U000560,2026-03-10,Canada,Mobile,18-24,Organic
U000561,2026-01-12,India,Tablet,35-44,Paid Search
U000562,2026-01-25,Germany,Desktop,25-34,Referral
U000563,2026-02-21,India,Mobile,18-24,Social
U000564,2026-03-26,India,Desktop,45-54,Social
U000565,2026-02-22,India,Mobile,45-54,Paid Search
U000566,2026-01-23,Canada,Desktop,25-34,Organic
U000567,2026-01-16,USA,Desktop,35-44,Email
U000568,2026-02-26,Germany,Mobile,35-44,Referral
U000569,2026-02-08,UK,Mobile,45-54,Email
U000570,2026-02-22,India,Desktop,35-44,Paid Search
U000571,2026-02-11,Australia,Mobile,55+,Organic
U000572,2026-02-27,India,Mobile,25-34,Organic
U000573,2026-02-08,India,Mobile,55+,Organic
U000574,2026-01-14,India,Mobile,18-24,Social
U000575,2026-01-05,India,Desktop,18-24,Social
U000576,2026-02-04,India,Mobile,18-24,Referral
U000577,2026-03-28,India,Mobile,35-44,Organic
U000578,2026-03-16,USA,Desktop,35-44,Organic
U000579,2026-01-18,USA,Mobile,55+,Organic
U000580,2026-03-17,India,Mobile,25-34,Referral
U000581,2026-01-09,UK,Desktop,35-44,Organic
U000582,2026-03-15,India,Desktop,45-54,Social
U000583,2026-02-27,Germany,Mobile,18-24,Organic
U000584,2026-01-17,India,Mobile,25-34,Paid Search
U000585,2026-01-07,Germany,Mobile,25-34,Referral
U000586,2026-02-15,USA,Mobile,18-24,Social
U000587,2026-01-13,UK,Mobile,18-24,Social
U000588,2026-02-09,India,Desktop,25-34,Email
U000589,2026-02-11,India,Mobile,45-54,Organic
U000590,2026-01-09,Germany,Mobile,45-54,Social
U000591,2026-02-19,USA,Desktop,35-44,Social
U000592,2026-01-27,USA,Mobile,45-54,Email
U000593,2026-03-07,Germany,Mobile,45-54,Social
U000594,2026-01-05,India,Mobile,35-44,Paid Search
U000595,2026-01-29,India,Desktop,35-44,Referral
U000596,2026-02-06,USA,Desktop,55+,Organic
U000597,2026-02-07,USA,Desktop,25-34,Paid Search
U000598,2026-03-24,Canada,Mobile,45-54,Organic
U000599,2026-01-08,Germany,Desktop,45-54,Organic
U000600,2026-03-06,India,Mobile,35-44,Social
U000601,2026-03-27,Canada,Desktop,18-24,Email
U000602,2026-01-17,USA,Mobile,18-24,Referral
U000603,2026-03-12,Canada,Tablet,35-44,Organic
U000604,2026-03-30,India,Mobile,55+,Email
U000605,2026-02-14,USA,Mobile,25-34,Paid Search
U000606,2026-01-04,India,Mobile,25-34,Paid Search
U000607,2026-02-05,USA,Mobile,25-34,Social
U000608,2026-03-11,India,Mobile,25-34,Organic
U000609,2026-01-31,Germany,Mobile,25-34,Referral
U000610,2026-01-19,USA,Mobile,25-34,Paid Search
U000611,2026-03-02,USA,Mobile,35-44,Social
U000612,2026-02-23,Germany,Desktop,25-34,Referral
U000613,2026-02-08,USA,Mobile,35-44,Referral
U000614,2026-03-15,UK,Tablet,25-34,Organic
U000615,2026-03-31,India,Mobile,55+,Referral
U000616,2026-01-19,UK,Desktop,35-44,Social
U000617,2026-02-08,India,Mobile,55+,Social
U000618,2026-03-08,Canada,Mobile,45-54,Referral
U000619,2026-02-14,Australia,Desktop,35-44,Email
U000620,2026-01-13,India,Mobile,45-54,Email
U000621,2026-02-27,Australia,Mobile,18-24,Referral
U000622,2026-01-20,USA,Desktop,18-24,Email
U000623,2026-03-13,USA,Mobile,25-34,Paid Search
U000624,2026-03-02,USA,Mobile,45-54,Paid Search
U000625,2026-02-08,USA,Mobile,45-54,Organic
U000626,2026-01-01,Germany,Mobile,35-44,Social
U000627,2026-01-03,Germany,Mobile,35-44,Organic
U000628,2026-03-18,USA,Desktop,45-54,Social
U000629,2026-03-03,USA,Mobile,25-34,Organic
U000630,2026-03-04,India,Desktop,25-34,Organic
U000631,2026-01-25,India,Mobile,18-24,Referral
U000632,2026-02-25,USA,Mobile,25-34,Paid Search
U000633,2026-02-02,India,Desktop,18-24,Referral
U000634,2026-02-07,USA,Desktop,25-34,Social
U000635,2026-01-06,UK,Mobile,35-44,Email
U000636,2026-02-27,UK,Desktop,35-44,Organic
U000637,2026-02-13,USA,Mobile,18-24,Referral
U000638,2026-02-14,Canada,Mobile,35-44,Organic
U000639,2026-02-01,India,Mobile,35-44,Organic
U000640,2026-02-14,USA,Desktop,55+,Paid Search
U000641,2026-03-02,India,Desktop,25-34,Paid Search
U000642,2026-02-16,UK,Mobile,25-34,Organic
U000643,2026-01-21,USA,Desktop,45-54,Email
U000644,2026-03-21,India,Mobile,35-44,Referral
U000645,2026-03-26,India,Mobile,35-44,Email
U000646,2026-03-16,India,Desktop,35-44,Referral
U000647,2026-02-05,Germany,Mobile,35-44,Organic
U000648,2026-01-19,USA,Desktop,55+,Social
U000649,2026-01-20,UK,Mobile,35-44,Organic
U000650,2026-02-26,Germany,Desktop,55+,Organic
U000651,2026-01-18,India,Mobile,25-34,Referral
U000652,2026-02-16,Germany,Mobile,25-34,Referral
U000653,2026-02-18,USA,Mobile,35-44,Referral
U000654,2026-01-14,Australia,Mobile,55+,Organic
U000655,2026-01-15,India,Desktop,18-24,Paid Search
U000656,2026-01-31,India,Desktop,45-54,Organic
U000657,2026-01-01,India,Mobile,35-44,Organic
U000658,2026-02-23,UK,Mobile,45-54,Organic
U000659,2026-01-03,India,Mobile,25-34,Referral
U000660,2026-01-16,Canada,Mobile,35-44,Organic
U000661,2026-03-28,India,Mobile,25-34,Organic
U000662,2026-02-26,India,Mobile,35-44,Social
U000663,2026-03-16,India,Desktop,25-34,Organic
U000664,2026-01-12,Canada,Mobile,35-44,Paid Search
U000665,2026-03-15,Germany,Mobile,45-54,Email
U000666,2026-01-16,Germany,Desktop,25-34,Organic
U000667,2026-03-13,India,Desktop,45-54,Organic
U000668,2026-03-17,India,Mobile,35-44,Organic
U000669,2026-01-24,UK,Mobile,18-24,Email
U000670,2026-01-28,UK,Desktop,35-44,Organic
U000671,2026-01-08,USA,Mobile,25-34,Referral
U000672,2026-02-05,Australia,Mobile,18-24,Paid Search
U000673,2026-03-31,India,Desktop,35-44,Organic
U000674,2026-01-08,UK,Mobile,18-24,Paid Search
U000675,2026-02-27,India,Mobile,25-34,Email
U000676,2026-03-01,USA,Mobile,25-34,Organic
U000677,2026-02-19,USA,Desktop,18-24,Referral
U000678,2026-01-28,Germany,Mobile,18-24,Referral
U000679,2026-02-10,USA,Mobile,25-34,Organic
U000680,2026-03-05,Germany,Mobile,35-44,Organic
U000681,2026-01-27,India,Mobile,45-54,Paid Search
U000682,2026-03-04,Canada,Mobile,35-44,Email
U000683,2026-01-17,UK,Desktop,35-44,Paid Search
U000684,2026-03-14,Australia,Mobile,25-34,Paid Search
U000685,2026-02-02,UK,Tablet,25-34,Social
U000686,2026-03-25,UK,Mobile,25-34,Paid Search
U000687,2026-03-18,UK,Desktop,35-44,Social
U000688,2026-01-29,Germany,Mobile,45-54,Organic
U000689,2026-01-13,India,Desktop,55+,Social
U000690,2026-02-15,India,Desktop,35-44,Social
U000691,2026-02-04,UK,Mobile,25-34,Organic
U000692,2026-01-06,India,Mobile,55+,Organic
U000693,2026-03-23,UK,Mobile,35-44,Organic
U000694,2026-03-10,India,Desktop,35-44,Social
U000695,2026-02-16,India,Desktop,45-54,Organic
U000696,2026-01-25,Canada,Mobile,35-44,Social
U000697,2026-03-07,India,Mobile,25-34,Organic
U000698,2026-01-10,India,Desktop,35-44,Referral
U000699,2026-02-25,India,Desktop,18-24,Paid Search
U000700,2026-01-30,India,Mobile,55+,Organic
U000701,2026-01-05,Germany,Tablet,25-34,Referral
U000702,2026-02-02,UK,Desktop,18-24,Social
U000703,2026-03-06,Australia,Desktop,45-54,Social
U000704,2026-01-18,UK,Mobile,25-34,Social
U000705,2026-02-18,Germany,Mobile,55+,Social
U000706,2026-01-11,USA,Desktop,18-24,Referral
U000707,2026-03-26,India,Mobile,45-54,Paid Search
U000708,2026-01-26,India,Desktop,18-24,Paid Search
U000709,2026-03-04,USA,Mobile,25-34,Paid Search
U000710,2026-03-30,India,Desktop,25-34,Organic
U000711,2026-03-27,India,Desktop,55+,Referral
U000712,2026-02-28,India,Mobile,55+,Organic
U000713,2026-01-27,USA,Mobile,35-44,Organic
U000714,2026-02-18,USA,Mobile,55+,Paid Search
U000715,2026-03-18,Germany,Mobile,25-34,Paid Search
U000716,2026-02-02,India,Tablet,25-34,Organic
U000717,2026-01-01,USA,Mobile,25-34,Paid Search
U000718,2026-01-21,USA,Mobile,25-34,Paid Search
U000719,2026-02-24,India,Desktop,18-24,Organic
U000720,2026-01-06,UK,Mobile,25-34,Organic
U000721,2026-03-22,USA,Mobile,45-54,Social
U000722,2026-03-10,USA,Desktop,25-34,Email
U000723,2026-01-05,UK,Mobile,25-34,Referral
U000724,2026-01-03,India,Mobile,25-34,Social
U000725,2026-02-22,India,Mobile,35-44,Referral
U000726,2026-01-23,India,Mobile,25-34,Referral
U000727,2026-02-22,USA,Desktop,35-44,Referral
U000728,2026-02-06,USA,Mobile,25-34,Referral
U000729,2026-03-15,India,Mobile,18-24,Paid Search
U000730,2026-03-15,India,Desktop,25-34,Paid Search
U000731,2026-03-24,India,Mobile,18-24,Referral
U000732,2026-01-17,India,Mobile,18-24,Organic
U000733,2026-03-26,India,Desktop,25-34,Referral
U000734,2026-03-19,USA,Desktop,35-44,Social
U000735,2026-03-14,India,Mobile,25-34,Referral
U000736,2026-01-01,Canada,Mobile,25-34,Social
U000737,2026-02-20,USA,Mobile,35-44,Paid Search
U000738,2026-02-14,UK,Desktop,25-34,Organic
U000739,2026-03-18,India,Desktop,35-44,Referral
U000740,2026-01-04,USA,Mobile,45-54,Referral
U000741,2026-03-03,UK,Mobile,18-24,Organic
U000742,2026-03-06,India,Desktop,25-34,Organic
U000743,2026-02-01,India,Desktop,18-24,Email
U000744,2026-02-03,Canada,Mobile,55+,Referral
U000745,2026-03-13,Australia,Desktop,18-24,Social
U000746,2026-02-08,USA,Desktop,25-34,Organic
U000747,2026-01-26,Australia,Desktop,25-34,Social
U000748,2026-02-03,Canada,Tablet,45-54,Social
U000749,2026-02-23,India,Desktop,25-34,Paid Search
U000750,2026-01-03,USA,Tablet,35-44,Organic
U000751,2026-02-19,UK,Mobile,35-44,Email
U000752,2026-01-12,USA,Mobile,35-44,Social
U000753,2026-03-06,Australia,Mobile,18-24,Paid Search
U000754,2026-02-23,India,Mobile,45-54,Organic
U000755,2026-01-05,India,Mobile,55+,Organic
U000756,2026-02-26,UK,Mobile,25-34,Social
U000757,2026-01-17,Canada,Mobile,45-54,Organic
U000758,2026-02-16,Canada,Desktop,45-54,Organic
U000759,2026-01-23,India,Desktop,18-24,Organic
U000760,2026-03-20,UK,Desktop,25-34,Social
U000761,2026-03-26,India,Mobile,25-34,Organic
U000762,2026-01-14,Canada,Desktop,45-54,Paid Search
U000763,2026-03-07,UK,Mobile,25-34,Organic
U000764,2026-03-16,USA,Desktop,18-24,Referral
U000765,2026-02-20,USA,Desktop,18-24,Social
U000766,2026-02-07,UK,Mobile,35-44,Paid Search
U000767,2026-03-05,India,Mobile,35-44,Social
U000768,2026-02-07,Australia,Mobile,25-34,Social
U000769,2026-02-19,India,Mobile,18-24,Organic
U000770,2026-03-23,USA,Desktop,25-34,Organic
U000771,2026-01-30,USA,Mobile,25-34,Organic
U000772,2026-03-20,Canada,Tablet,55+,Referral
U000773,2026-02-20,India,Desktop,25-34,Social
U000774,2026-03-04,India,Mobile,18-24,Organic
U000775,2026-02-21,UK,Desktop,18-24,Paid Search
U000776,2026-02-07,USA,Mobile,18-24,Paid Search
U000777,2026-03-29,India,Desktop,25-34,Organic
U000778,2026-03-20,UK,Desktop,25-34,Referral
U000779,2026-01-30,India,Desktop,18-24,Organic
U000780,2026-02-20,Canada,Mobile,45-54,Paid Search
U000781,2026-03-22,USA,Mobile,55+,Organic
U000782,2026-01-05,India,Desktop,25-34,Referral
U000783,2026-01-29,USA,Desktop,25-34,Paid Search
U000784,2026-01-04,India,Mobile,25-34,Organic
U000785,2026-01-10,UK,Mobile,25-34,Email
U000786,2026-02-25,UK,Mobile,25-34,Social
U000787,2026-01-17,USA,Mobile,35-44,Organic
U000788,2026-03-15,India,Mobile,25-34,Paid Search
U000789,2026-01-17,Australia,Mobile,35-44,Paid Search
U000790,2026-03-25,USA,Mobile,18-24,Paid Search
U000791,2026-03-29,UK,Desktop,25-34,Social
U000792,2026-03-10,India,Mobile,25-34,Organic
U000793,2026-02-03,UK,Tablet,18-24,Email
U000794,2026-01-06,USA,Mobile,35-44,Social
U000795,2026-02-22,USA,Desktop,25-34,Referral
U000796,2026-03-07,Germany,Mobile,25-34,Organic
U000797,2026-03-18,India,Mobile,35-44,Paid Search
U000798,2026-02-12,India,Mobile,25-34,Paid Search
U000799,2026-03-16,USA,Mobile,25-34,Paid Search
U000800,2026-01-23,India,Desktop,35-44,Organic
U000801,2026-02-24,USA,Mobile,25-34,Referral
U000802,2026-03-21,USA,Mobile,25-34,Email
U000803,2026-03-16,Canada,Desktop,25-34,Organic
U000804,2026-01-16,Canada,Mobile,25-34,Referral
U000805,2026-01-08,Canada,Mobile,35-44,Organic
U000806,2026-01-04,USA,Mobile,18-24,Social
U000807,2026-01-04,USA,Mobile,25-34,Organic
U000808,2026-02-25,Canada,Tablet,35-44,Referral
U000809,2026-01-25,India,Desktop,18-24,Organic
U000810,2026-03-08,Australia,Mobile,45-54,Social
U000811,2026-03-08,USA,Mobile,25-34,Referral
U000812,2026-01-27,Australia,Desktop,18-24,Social
U000813,2026-02-01,Canada,Tablet,25-34,Organic
U000814,2026-02-19,USA,Mobile,35-44,Organic
U000815,2026-03-02,India,,25-34,Social
U000816,2026-02-20,Germany,Desktop,35-44,Social
U000817,2026-01-19,India,Mobile,18-24,Referral
U000818,2026-01-21,USA,Desktop,25-34,Organic
U000819,2026-01-05,Germany,Desktop,18-24,Social
U000820,2026-03-23,Germany,Mobile,25-34,Organic
U000821,2026-02-11,India,Desktop,18-24,Social
U000822,2026-03-02,India,Mobile,25-34,Paid Search
U000823,2026-01-22,India,Desktop,55+,Paid Search
U000824,2026-01-21,USA,Desktop,25-34,Paid Search
U000825,2026-03-11,USA,Mobile,35-44,Organic
U000826,2026-01-01,India,Mobile,25-34,Organic
U000827,2026-01-05,India,Tablet,25-34,Social
U000828,2026-01-12,USA,Mobile,45-54,Referral
U000829,2026-03-31,India,Mobile,45-54,Organic
U000830,2026-02-15,Australia,Mobile,25-34,Referral
U000831,2026-02-03,UK,Mobile,35-44,Organic
U000832,2026-02-18,Australia,Mobile,25-34,Social
U000833,2026-03-19,Australia,Mobile,55+,Organic
U000834,2026-03-31,USA,Desktop,25-34,Social
U000835,2026-02-14,USA,Tablet,25-34,Organic
U000836,2026-01-27,Germany,Mobile,45-54,Referral
U000837,2026-03-14,Canada,Mobile,25-34,Social
U000838,2026-01-26,Canada,Mobile,25-34,Paid Search
U000839,2026-02-16,USA,Desktop,18-24,Email
U000840,2026-03-27,USA,Mobile,25-34,Organic
U000841,2026-02-25,Australia,Mobile,35-44,Referral
U000842,2026-03-04,Canada,Mobile,25-34,Social
U000843,2026-02-17,USA,Desktop,25-34,Referral
U000844,2026-03-02,India,Mobile,45-54,Organic
U000845,2026-03-22,India,Mobile,25-34,Paid Search
U000846,2026-01-26,USA,Mobile,45-54,Organic
U000847,2026-02-05,India,Mobile,25-34,Social
U000848,2026-01-01,India,Mobile,25-34,Referral
U000849,2026-01-08,India,Mobile,35-44,Paid Search
U000850,2026-02-21,India,Mobile,18-24,Social
U000851,2026-03-20,Canada,Desktop,35-44,Email
U000852,2026-02-16,India,Desktop,45-54,Referral
U000853,2026-02-25,Australia,Mobile,25-34,Referral
U000854,2026-03-27,India,Mobile,35-44,Social
U000855,2026-01-14,Canada,Mobile,35-44,Organic
U000856,2026-03-31,Australia,Mobile,25-34,Social
U000857,2026-01-28,Canada,Desktop,25-34,Paid Search
U000858,2026-03-28,Australia,Tablet,18-24,Paid Search
U000859,2026-03-19,India,Mobile,25-34,Email
U000860,2026-03-29,Germany,Mobile,25-34,Organic
U000861,2026-01-02,India,Desktop,18-24,Paid Search
U000862,2026-01-26,Germany,Desktop,25-34,Organic
U000863,2026-01-14,USA,Desktop,45-54,Referral
U000864,2026-02-28,India,Desktop,25-34,Social
U000865,2026-02-25,Canada,Mobile,35-44,Social
U000866,2026-01-07,Canada,Desktop,25-34,Organic
U000867,2026-01-03,India,Desktop,35-44,Social
U000868,2026-01-23,Australia,Mobile,25-34,Social
U000869,2026-01-18,India,Mobile,18-24,Email
U000870,2026-02-07,India,Mobile,45-54,Referral
U000871,2026-01-15,Canada,Mobile,35-44,Paid Search
U000872,2026-03-05,India,Desktop,45-54,Organic
U000873,2026-03-30,India,Mobile,25-34,Paid Search
U000874,2026-01-28,Germany,Mobile,18-24,Social
U000875,2026-03-15,USA,Desktop,18-24,Social
U000876,2026-02-08,USA,Mobile,18-24,Organic
U000877,2026-02-26,USA,Mobile,25-34,Referral
U000878,2026-01-17,UK,Mobile,55+,Social
U000879,2026-03-27,Australia,Desktop,18-24,Email
U000880,2026-03-31,UK,Mobile,18-24,Organic
U000881,2026-02-13,Canada,Tablet,25-34,Organic
U000882,2026-01-25,India,Mobile,35-44,Paid Search
U000883,2026-01-17,USA,Mobile,18-24,Paid Search
U000884,2026-01-13,USA,Mobile,35-44,Social
U000885,2026-03-25,UK,Tablet,35-44,Paid Search
U000886,2026-01-25,India,Mobile,25-34,Organic
U000887,2026-03-09,Germany,Mobile,18-24,Paid Search
U000888,2026-01-10,India,Mobile,25-34,Paid Search
U000889,2026-03-08,India,Mobile,25-34,Organic
U000890,2026-01-18,India,Tablet,18-24,Social
U000891,2026-03-27,Canada,Desktop,45-54,Email
U000892,2026-02-03,India,Mobile,25-34,Email
U000893,2026-01-08,Germany,Desktop,25-34,Paid Search
U000894,2026-02-09,Germany,Mobile,25-34,Organic
U000895,2026-03-24,India,Mobile,18-24,Social
U000896,2026-02-11,USA,Desktop,45-54,Paid Search
U000897,2026-02-10,India,Tablet,35-44,Referral
U000898,2026-01-06,USA,Mobile,55+,Email
U000899,2026-02-21,USA,Mobile,45-54,Paid Search
U000900,2026-01-26,Australia,Mobile,35-44,Organic
U000901,2026-03-05,India,Desktop,45-54,Email
U000902,2026-02-28,Germany,Mobile,25-34,Social
U000903,2026-02-25,Germany,Mobile,45-54,Social
U000904,2026-02-28,USA,Mobile,18-24,Organic
U000905,2026-03-11,USA,Desktop,18-24,Organic
U000906,2026-02-02,USA,Mobile,18-24,Paid Search
U000907,2026-02-22,India,Tablet,25-34,Organic
U000908,2026-01-22,Canada,Mobile,25-34,Social
U000909,2026-01-21,USA,Desktop,25-34,Email
U000910,2026-03-11,India,Mobile,35-44,Email
U000911,2026-03-11,USA,Desktop,45-54,Social
U000912,2026-01-04,India,Mobile,18-24,Social
U000913,2026-03-16,UK,Mobile,18-24,Paid Search
U000914,2026-03-03,UK,Mobile,45-54,Referral
U000915,2026-03-03,USA,Mobile,25-34,Email
U000916,2026-01-24,India,Mobile,35-44,Social
U000917,2026-02-24,Australia,Mobile,25-34,Referral
U000918,2026-01-09,UK,Mobile,18-24,Organic
U000919,2026-01-03,UK,Desktop,45-54,Organic
U000920,2026-01-31,UK,Mobile,55+,Email
U000921,2026-02-09,India,Desktop,35-44,Referral
U000922,2026-02-05,India,Tablet,18-24,Organic
U000923,2026-01-24,USA,Mobile,35-44,Paid Search
U000924,2026-01-06,Germany,Mobile,35-44,Email
U000925,2026-03-07,USA,Mobile,18-24,Email
U000926,2026-03-25,Australia,Mobile,55+,Social
U000927,2026-03-16,India,Mobile,55+,Referral
U000928,2026-01-04,Canada,Mobile,35-44,Organic
U000929,2026-03-20,India,Mobile,45-54,Social
U000930,2026-01-06,USA,Desktop,55+,Social
U000931,2026-02-20,India,Desktop,25-34,Social
U000932,2026-03-03,UK,Desktop,25-34,Organic
U000933,2026-02-26,USA,Mobile,25-34,Email
U000934,2026-03-07,USA,Mobile,25-34,Organic
U000935,2026-03-20,India,Mobile,18-24,Referral
U000936,2026-03-16,India,Mobile,18-24,Organic
U000937,2026-01-08,India,Mobile,25-34,Paid Search
U000938,2026-01-26,USA,Desktop,35-44,Organic
U000939,2026-02-20,India,Mobile,18-24,Social
U000940,2026-02-14,India,Mobile,35-44,Paid Search
U000941,2026-02-13,USA,Mobile,25-34,Social
U000942,2026-01-05,India,Desktop,35-44,Organic
U000943,2026-03-11,USA,Desktop,35-44,Paid Search
U000944,2026-01-26,India,Mobile,25-34,Organic
U000945,2026-03-09,Germany,Desktop,18-24,Organic
U000946,2026-01-19,Canada,Mobile,35-44,Social
U000947,2026-03-25,USA,Tablet,18-24,Organic
U000948,2026-01-20,Germany,Tablet,35-44,Organic
U000949,2026-01-12,Australia,Mobile,45-54,Organic
U000950,2026-02-16,USA,Desktop,18-24,Social
U000951,2026-01-01,India,Mobile,45-54,Organic
U000952,2026-03-31,India,Mobile,45-54,Referral
U000953,2026-01-14,India,Mobile,25-34,Paid Search
U000954,2026-03-05,Canada,Desktop,18-24,Paid Search
U000955,2026-02-07,USA,Desktop,18-24,Referral
U000956,2026-02-06,Australia,Mobile,25-34,Organic
U000957,2026-01-11,USA,Mobile,55+,Social
U000958,2026-03-18,Canada,Mobile,25-34,Paid Search
U000959,2026-01-03,India,Mobile,25-34,Organic
U000960,2026-02-02,UK,Desktop,35-44,Social
U000961,2026-01-06,UK,Mobile,25-34,Social
U000962,2026-02-19,Canada,Mobile,45-54,Email
U000963,2026-01-10,Canada,Mobile,18-24,Paid Search
U000964,2026-01-05,India,Desktop,25-34,Paid Search
U000965,2026-01-23,USA,Mobile,25-34,Social
U000966,2026-01-10,India,Desktop,18-24,Email
U000967,2026-02-13,Canada,Tablet,35-44,Email
